task;1;FIN;2010-09-16 AM
task;2;HWZ
task;3;HWZ
task;4;ELB
task;5;HNH;2010-09-16 PM
task;6;FIN;2010-09-17 AM
task;7;MDT
task;8;LRN
task;9;HNH;2010-09-18 PM
task;10;HWZ
task;11;ELB
task;12;CRT;2010-09-19 AM
task;13;HWZ
